Original Title,Link,Original Description,Publication Date,Original Language,Category,Subcategory,Location,Translated Title,Translated Description,Entity,Count,Latitude,Longitude,Country,Sadness,Joy,Surprise,Anticipation,Fear,Anger,Trust,Disgust,Entity_all
Trump: US Military Intervention in Venezuela 'an Option',https://www.voazimbabwe.com/a/trump-says-us-military-intervention-in-venezuela-an-option/4771223.html,"President Donald Trump said in comments broadcast Sunday that U.S. military intervention in Venezuela is ""an option."" Trump declined, in an interview with CBS News, to give any specifics of what might prompt him to order U.S. forces into the South American country as the U.S.",2019-02-04 02:18:00,en,Conflict,"['Conflict', 'EU-LatinAmerica']",10.49605 -66.898277,Trump: US Military Intervention in Venezuela 'an Option',"President Donald Trump said in comments broadcast Sunday that U.S. military intervention in Venezuela is ""an option."" Trump declined, in an interview with CBS News, to give any specifics of what might prompt him to order U.S. forces into the South American country as the U.S.","['Nicolas Maduro', 'Austrian Chancellor', 'National Assembly', 'EU', 'CBS', 'US military', 'Donald Trump', 'Sebastian Kurz', 'Juan Guaido']",1,10.49605,-66.898277,Venezuela,0.0,0.0,0.021739130434782608,0.0,0.0,0.021739130434782608,0.021739130434782608,0.0,"['Nicolas Maduro', 'Austrian Chancellor', 'National Assembly', 'EU', 'CBS', 'US military', 'Donald Trump', 'Sebastian Kurz', 'Juan Guaido']"
Crackdown: Woman relieves rape ordeal,https://www.zimbabwesituation.com/news/crackdown-woman-relieves-rape-ordeal/,"Human rights groups say over 17 women were raped by soldiers during the clampdown targeting opposition and civil society activists. The army and police issued a joint statement last Tuesday saying no rapes had been reported, but Violet Phiri* of Epworth told a harrowing story of how she was raped by....",2019-02-04 01:43:00,en,Conflict,['Conflict'],-17.8593282090648 31.0650448216921,Crackdown: Woman relieves rape ordeal,"Human rights groups say over 17 women were raped by soldiers during the clampdown targeting opposition and civil society activists. The army and police issued a joint statement last Tuesday saying no rapes had been reported, but Violet Phiri* of Epworth told a harrowing story of how she was raped by....","['The Thomson Corporation', 'Oppah Muchinguri', 'Amnesty International']",2,-17.8593282090648,31.0650448216921,Zimbabwe,0.0392156862745098,0.0,0.0,0.0,0.0,0.0392156862745098,0.0392156862745098,0.0196078431372549,"['The Thomson Corporation', 'Oppah Muchinguri', 'Amnesty International', 'The Thomson Corporation', 'Oppah Muchinguri', 'Amnesty International']"
WATCH shocking footage of Zim soldiers brutalising women while the men are made to crawl on the road,https://nehandaradio.com/2019/02/04/watch-shocking-footage-of-zim-soldiers-brutalising-women-while-the-men-are-made-to-crawl-on-the-road/,".

Watch this shocking and barbaric attack by Zimbabwe National Army (ZNA) soldiers on unarmed and helpless women outside their homes in the yard while the men are made to crawl on the road. Despite unconvincing pledges by President Emmerson Mnangagwa to arrest errant state security agents, videos capturing the ongoing brutality continue to emerge.",2019-02-04 00:15:00,en,Conflict,['Conflict'],,WATCH shocking footage of Zim soldiers brutalising women while the men are made to crawl on the road,".

Watch this shocking and barbaric attack by Zimbabwe National Army (ZNA) soldiers on unarmed and helpless women outside their homes in the yard while the men are made to crawl on the road. Despite unconvincing pledges by President Emmerson Mnangagwa to arrest errant state security agents, videos capturing the ongoing brutality continue to emerge.","['Emmerson Mnangagwa', 'National Army']",1,,,,0.01818181818181818,0.0,0.01818181818181818,0.03636363636363636,0.03636363636363636,0.07272727272727272,0.1272727272727273,0.05454545454545454,"['Emmerson Mnangagwa', 'National Army']"
Zimbabwe’s president skips 1st rally since deadly unrest,https://www.thezimbabwean.co/2019/02/zimbabwes-president-skips-1st-rally-since-deadly-unrest/,"A spokesman says Zimbabwe's president has skipped his first political rally since last month's deadly military crackdown on protests so he could explain the unrest to fellow African leaders.

President Emmerson Mnangagwa’s administration has been under pressure amid reports of at least 12 people killed, hundreds wounded and some women raped.",2019-02-03 12:29:00,en,Conflict,"['Conflict', 'Security']",-17.8292 31.054,Zimbabwe’s president skips 1st rally since deadly unrest,"A spokesman says Zimbabwe's president has skipped his first political rally since last month's deadly military crackdown on protests so he could explain the unrest to fellow African leaders.

President Emmerson Mnangagwa’s administration has been under pressure amid reports of at least 12 people killed, hundreds wounded and some women raped.","['Emmerson Mnangagwa', 'George Charamba']",2,-17.8292,31.054,Zimbabwe,0.0784313725490196,0.0,0.0392156862745098,0.0,0.0196078431372549,0.058823529411764705,0.0392156862745098,0.0196078431372549,"['Emmerson Mnangagwa', 'George Charamba', 'Emmerson Mnangagwa', 'George Charamba']"
Mohadi defends last week 'security service heavy handed dealing' - defending the indefensible,https://bulawayo24.com/opinion/columnist/155233,President Emmerson Mnangagwa and his regime are feeling the heat as more and more voices have condemned last month's Police and Army brutality and barbarism against the rioters and innocent Zimbabweans. The regime is scrambling to defending the indefensible.,2019-02-03 09:58:00,en,Conflict,['Conflict'],,Mohadi defends last week 'security service heavy handed dealing' - defending the indefensible,President Emmerson Mnangagwa and his regime are feeling the heat as more and more voices have condemned last month's Police and Army brutality and barbarism against the rioters and innocent Zimbabweans. The regime is scrambling to defending the indefensible.,"['Emmerson Mnangagwa', 'Robert Mugabe', 'ZANU PF', 'Kembo Mohadi']",1,,,,0.05128205128205128,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.05128205128205128,0.10256410256410256,0.05128205128205128,"['Emmerson Mnangagwa', 'Robert Mugabe', 'ZANU PF', 'Kembo Mohadi']"
Zimbabwe’s President Skips 1st Rally Since Deadly Unrest,https://www.voazimbabwe.com/a/zimbabwe-emmerson-mnangagwa/4770425.html,"By FARAI MUTSAKA. MT. DARWIN, Zimbabwe (AP) — Zimbabwe’s president has skipped his first political rally since last month’s deadly military crackdown on protests so he could explain the unrest to fellow African leaders, a spokesman said Saturday. President Emmerson Mnangagwa’s administration has....",2019-02-03 05:19:00,en,Conflict,"['UNbodies', 'Conflict']",-17.8292 31.054,Zimbabwe’s President Skips 1st Rally Since Deadly Unrest,"By FARAI MUTSAKA. MT. DARWIN, Zimbabwe (AP) — Zimbabwe’s president has skipped his first political rally since last month’s deadly military crackdown on protests so he could explain the unrest to fellow African leaders, a spokesman said Saturday. President Emmerson Mnangagwa’s administration has....","['United Nations', 'Emmerson Mnangagwa', 'Robert Mugabe', 'George Charamba', 'Nagy Tibor', 'Cyril Ramaphosa', 'Kembo Mohadi']",1,-17.8292,31.054,Zimbabwe,0.09302325581395349,0.0,0.046511627906976744,0.0,0.023255813953488372,0.06976744186046512,0.023255813953488372,0.023255813953488372,"['United Nations', 'Emmerson Mnangagwa', 'Robert Mugabe', 'George Charamba', 'Nagy Tibor', 'Cyril Ramaphosa', 'Kembo Mohadi']"
Chamisa’s ally Chalton Hwende digs-in as he seeks asylum in Nambia,https://www.thezimbabwemail.com/zimbabwe/chamisas-ally-chalton-hwende-digs-in-as-he-seeks-asylum-in-nambia/,MDC DEPUTY national treasurer and legislator Chalton Hwende recently wrote to the head of Namibian police seeking protection against forced return to Zimbabwe. The Kuwadzana East MP was visiting relatives in Namibia during the parliamentary recess when reports emerged back home that he was wanted by....,2019-02-02 20:20:00,en,Conflict,"['Migration', 'Conflict']",-17.8292 31.054,Chamisa’s ally Chalton Hwende digs-in as he seeks asylum in Nambia,MDC DEPUTY national treasurer and legislator Chalton Hwende recently wrote to the head of Namibian police seeking protection against forced return to Zimbabwe. The Kuwadzana East MP was visiting relatives in Namibia during the parliamentary recess when reports emerged back home that he was wanted by....,"['High Court', 'Sebastian Ndeitunga', 'Central Intelligence']",1,-17.8292,31.054,Zimbabwe,0.06521739130434782,0.0,0.0,0.0,0.0,0.043478260869565216,0.021739130434782608,0.0,"['High Court', 'Sebastian Ndeitunga', 'Central Intelligence']"
"Mnangagwa managing an EMERGENCY, says Jonathan Moyo",https://bulawayo24.com/news/national/155228,"PRESIDENT Emmerson Mnangagwa has skipped his first political rally since last month's deadly military crackdown on protests so he could explain the unrest to fellow African leaders. Exiled rival and information minister Professor Jonathan Moyo immediately suggested that, ""… the hit is on! Something is happening, or has happened"".",2019-02-02 18:44:00,en,Conflict,"['Conflict', 'Security']",40.218333 -79.488056,"Mnangagwa managing an EMERGENCY, says Jonathan Moyo","PRESIDENT Emmerson Mnangagwa has skipped his first political rally since last month's deadly military crackdown on protests so he could explain the unrest to fellow African leaders. Exiled rival and information minister Professor Jonathan Moyo immediately suggested that, ""… the hit is on! Something is happening, or has happened"".","['Emmerson Mnangagwa', 'Emergency', 'George Charamba', 'Jonathan Moyo']",2,40.218333,-79.488056,United States,0.04081632653061224,0.0,0.04081632653061224,0.02040816326530612,0.02040816326530612,0.061224489795918366,0.061224489795918366,0.04081632653061224,"['Emmerson Mnangagwa', 'Emergency', 'George Charamba', 'Jonathan Moyo', 'Emmerson Mnangagwa', 'Emergency', 'George Charamba', 'Jonathan Moyo']"
Mnangagwa skips first rally since deadly unrest,https://www.thezimbabwemail.com/main/mnangagwa-skips-first-rally-since-deadly-unrest/,"MT. DARWIN, Zimbabwe (AP) — Zimbabwe’s president has skipped his first political rally since last month’s deadly military crackdown on protests so he could explain the unrest to fellow African leaders, a spokesman said Saturday. President Emmerson Mnangagwa’s administration has been under pressure....",2019-02-02 17:49:00,en,Conflict,"['UNbodies', 'Conflict']",-17.8292 31.054,Mnangagwa skips first rally since deadly unrest,"MT. DARWIN, Zimbabwe (AP) — Zimbabwe’s president has skipped his first political rally since last month’s deadly military crackdown on protests so he could explain the unrest to fellow African leaders, a spokesman said Saturday. President Emmerson Mnangagwa’s administration has been under pressure....","['United Nations', 'Emmerson Mnangagwa', 'Robert Mugabe', 'George Charamba', 'Nagy Tibor', 'Cyril Ramaphosa', 'Kembo Mohadi']",1,-17.8292,31.054,Zimbabwe,0.09302325581395349,0.0,0.046511627906976744,0.0,0.023255813953488372,0.06976744186046512,0.023255813953488372,0.023255813953488372,"['United Nations', 'Emmerson Mnangagwa', 'Robert Mugabe', 'George Charamba', 'Nagy Tibor', 'Cyril Ramaphosa', 'Kembo Mohadi']"
"Two dead in land war. . .farmer kills invader, others revenge",https://nehandaradio.com/2019/02/02/two-dead-in-land-war-farmer-kills-invader-others-revenge/,"In an interview, Mr Dumapi Tutami who is the Chemagora Small Scale Commercial Farmers’ Union chairperson confirmed the deaths of the farm owner Mr George Jongwe and an unidentified illegal settler. “He had won a High Court case for the illegal invaders to be evicted from his farm. The High Court order was enforced this week on Tuesday.",2019-02-02 14:46:00,en,Conflict,['Conflict'],-18.21834 28.939939,"Two dead in land war. . .farmer kills invader, others revenge","In an interview, Mr Dumapi Tutami who is the Chemagora Small Scale Commercial Farmers’ Union chairperson confirmed the deaths of the farm owner Mr George Jongwe and an unidentified illegal settler. “He had won a High Court case for the illegal invaders to be evicted from his farm. The High Court order was enforced this week on Tuesday.","['High Court', 'Mr Stewart', 'Paul Nyathi']",1,-18.21834,28.939939,Zimbabwe,0.017241379310344827,0.0,0.05172413793103448,0.017241379310344827,0.034482758620689655,0.05172413793103448,0.05172413793103448,0.034482758620689655,"['High Court', 'Mr Stewart', 'Paul Nyathi']"
"2 dead in land war. . .Farmer kills invader, others revenge",https://www.chronicle.co.zw/2-dead-in-land-war-farmer-kills-invader-others-revenge/,"Patrick Chitumba, Midlands Bureau Chief A FARMER was allegedly brutally murdered by illegal settlers at his farm after he had allegedly shot one of them dead while attempting to evict them from his property in Chemagora, Gokwe South yesterday. In an interview, Mr Dumapi Tutami who is the Chemagora....",2019-02-02 12:03:00,en,Conflict,['Conflict'],-18.21834 28.939939,"2 dead in land war. . .Farmer kills invader, others revenge","Patrick Chitumba, Midlands Bureau Chief A FARMER was allegedly brutally murdered by illegal settlers at his farm after he had allegedly shot one of them dead while attempting to evict them from his property in Chemagora, Gokwe South yesterday. In an interview, Mr Dumapi Tutami who is the Chemagora....","['High Court', 'Mr Stewart', 'Paul Nyathi']",1,-18.21834,28.939939,Zimbabwe,0.0,0.02040816326530612,0.061224489795918366,0.02040816326530612,0.02040816326530612,0.04081632653061224,0.061224489795918366,0.04081632653061224,"['High Court', 'Mr Stewart', 'Paul Nyathi']"
Sudan President Omar al-Bashir mocks ‘Facebook protesters’,http://www.maravipost.com/sudan-president-omar-al-bashir-mocks-facebook-protesters/,"Sudan’s-President-Omar-al-Bashi r. Sudan’s President Omar al-Bashir has ridiculed his opponents’ use of social media to organise recent protests against his rule. “Changing the government or presidents cannot be done through WhatsApp or Facebook. It can be done only through elections,” he told his supporters.",2019-02-01 19:03:00,en,Conflict,['Conflict'],15.8624230124216 32.8104699658533,Sudan President Omar al-Bashir mocks ‘Facebook protesters’,"Sudan’s-President-Omar-al-Bashi r. Sudan’s President Omar al-Bashir has ridiculed his opponents’ use of social media to organise recent protests against his rule. “Changing the government or presidents cannot be done through WhatsApp or Facebook. It can be done only through elections,” he told his supporters.","['Omar el Bashir', 'Omar el Bashir', 'Omar Bashi']",1,15.8624230124216,32.8104699658533,Sudan,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.022727272727272728,0.0,"['Omar el Bashir', 'Omar el Bashir', 'Omar Bashi']"
Businessman helps victims of brutal Zim crackdown,https://www.zimbabwesituation.com/news/businessman-helps-victims-of-brutal-zim-crackdown/,"Source: Businessman helps victims of brutal Zim crackdown | Daily News HARARE – Businessman Frank Buyanga has visited the wounded victims of Zimbabwe’s deadly fuel riots, which have left 12 people dead and hundreds of others injured, taking some to hospital for medical care.",2019-02-01 16:43:00,en,Conflict,"['UNbodies', 'Davos', 'Conflict']",-26.2776 27.8482,Businessman helps victims of brutal Zim crackdown,"Source: Businessman helps victims of brutal Zim crackdown | Daily News HARARE – Businessman Frank Buyanga has visited the wounded victims of Zimbabwe’s deadly fuel riots, which have left 12 people dead and hundreds of others injured, taking some to hospital for medical care.","['Frank Buyanga', 'Economic Forum', 'United Nations', 'Emmerson Mnangagwa', 'National Congress', 'World Economic Forum', 'Sky News', 'African National Congress', 'Daily News', 'NGO Forum']",3,-26.2776,27.8482,South Africa,0.045454545454545456,0.0,0.045454545454545456,0.022727272727272728,0.022727272727272728,0.09090909090909091,0.045454545454545456,0.045454545454545456,"['Frank Buyanga', 'Economic Forum', 'United Nations', 'Emmerson Mnangagwa', 'National Congress', 'World Economic Forum', 'Sky News', 'African National Congress', 'Daily News', 'NGO Forum', 'Frank Buyanga', 'Economic Forum', 'United Nations', 'Emmerson Mnangagwa', 'National Congress', 'World Economic Forum', 'Sky News', 'African National Congress', 'Daily News', 'NGO Forum', 'Frank Buyanga', 'Economic Forum', 'United Nations', 'Emmerson Mnangagwa', 'National Congress', 'World Economic Forum', 'Sky News', 'African National Congress', 'Daily News', 'NGO Forum']"
UK Legislator Pushes For Travel Ban On Mnangagwa,https://www.zimeye.net/2019/02/01/uk-legislator-pushes-for-travel-ban-on-mnangagwa/,"By Own Correspondent- A UK legislator has urged the international community to effect a travel ban on President Emmerson Mnangagwa and put on hold engagement efforts with Zimbabwe. Speaking in Britain’s lower House of Parliament, the House of Commons, Chair of the UK all-party parliamentary group on....",2019-02-01 15:02:00,en,Conflict,"['UNbodies', 'Society', 'Conflict']",51.4879 -0.177998,UK Legislator Pushes For Travel Ban On Mnangagwa,"By Own Correspondent- A UK legislator has urged the international community to effect a travel ban on President Emmerson Mnangagwa and put on hold engagement efforts with Zimbabwe. Speaking in Britain’s lower House of Parliament, the House of Commons, Chair of the UK all-party parliamentary group on....","['Kate Hoey', 'African Union', 'United Nations', 'Emmerson Mnangagwa']",2,51.4879,-0.177998,United Kingdom,0.02127659574468085,0.0,0.02127659574468085,0.0,0.0,0.0,0.0425531914893617,0.0,"['Kate Hoey', 'African Union', 'United Nations', 'Emmerson Mnangagwa', 'Kate Hoey', 'African Union', 'United Nations', 'Emmerson Mnangagwa']"
Pro-Zimbabwe opposition British MP calls for Mnangagwa travel ban,https://www.thezimbabwemail.com/zimbabwe/pro-zimbabwe-opposition-british-mp-calls-for-mnangagwa-travel-ban/,"A BRITISH parliamentarian has called on the international community to suspend re-engagement with Zimbabwe and urged the imposition of a travel ban on President Emmerson Mnangagwa. Speaking in the House of Commons Wednesday, Kate Hoey, chair of the UK all-party parliamentary group on Zimbabwe, said....",2019-02-01 12:49:00,en,Conflict,"['UNbodies', 'Society', 'Conflict']",51.4879 -0.177998,Pro-Zimbabwe opposition British MP calls for Mnangagwa travel ban,"A BRITISH parliamentarian has called on the international community to suspend re-engagement with Zimbabwe and urged the imposition of a travel ban on President Emmerson Mnangagwa. Speaking in the House of Commons Wednesday, Kate Hoey, chair of the UK all-party parliamentary group on Zimbabwe, said....","['Kate Hoey', 'African Union', 'South African government', 'United Nations', 'Emmerson Mnangagwa', 'Robert Mugabe', 'ZANU PF']",2,51.4879,-0.177998,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0,0.044444444444444446,0.0,"['Kate Hoey', 'African Union', 'South African government', 'United Nations', 'Emmerson Mnangagwa', 'Robert Mugabe', 'ZANU PF', 'Kate Hoey', 'African Union', 'South African government', 'United Nations', 'Emmerson Mnangagwa', 'Robert Mugabe', 'ZANU PF']"
UK MP urges Mnangagwa travel ban,https://bulawayo24.com/news/national/155113,"A BRITISH parliamentarian has called on the international community to suspend re-engagement with Zimbabwe and urged the imposition of a travel ban on President Emmerson Mnangagwa. Speaking in the House of Commons Wednesday, Kate Hoey, chair of the UK all-party parliamentary group on Zimbabwe, said....",2019-02-01 11:26:00,en,Conflict,"['UNbodies', 'Society', 'Conflict']",51.4879 -0.177998,UK MP urges Mnangagwa travel ban,"A BRITISH parliamentarian has called on the international community to suspend re-engagement with Zimbabwe and urged the imposition of a travel ban on President Emmerson Mnangagwa. Speaking in the House of Commons Wednesday, Kate Hoey, chair of the UK all-party parliamentary group on Zimbabwe, said....","['Kate Hoey', 'African Union', 'South African government', 'United Nations', 'Emmerson Mnangagwa', 'Robert Mugabe', 'ZANU PF']",2,51.4879,-0.177998,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0,0.044444444444444446,0.0,"['Kate Hoey', 'African Union', 'South African government', 'United Nations', 'Emmerson Mnangagwa', 'Robert Mugabe', 'ZANU PF', 'Kate Hoey', 'African Union', 'South African government', 'United Nations', 'Emmerson Mnangagwa', 'Robert Mugabe', 'ZANU PF']"
‘What will happen to me if I report?’ – A rape victim’s fear of reprisals,https://www.zimbabwesituation.com/news/what-will-happen-to-me-if-i-report-a-rape-victims-fear-of-reprisals/,"Sekai Hwangwa was asleep when soldiers carrying guns burst into her home in Zimbabwe’s capital during a deadly crackdown on anti-government protests this month, raping and beating her up.

The 21-year-old, who was too afraid to report the attack to police, said the soldiers told her she was being....",2019-02-01 10:35:00,en,Conflict,['Conflict'],-17.8593282090648 31.0650448216921,‘What will happen to me if I report?’ – A rape victim’s fear of reprisals,"Sekai Hwangwa was asleep when soldiers carrying guns burst into her home in Zimbabwe’s capital during a deadly crackdown on anti-government protests this month, raping and beating her up.

The 21-year-old, who was too afraid to report the attack to police, said the soldiers told her she was being....","['Emmerson Mnangagwa', 'Robert Mugabe', 'The Thomson Corporation', 'Amnesty International', 'Oppah Muchinguri', 'Human Rights Watch']",2,-17.8593282090648,31.0650448216921,Zimbabwe,0.0,0.0,0.04081632653061224,0.0,0.02040816326530612,0.08163265306122448,0.08163265306122448,0.061224489795918366,"['Emmerson Mnangagwa', 'Robert Mugabe', 'The Thomson Corporation', 'Amnesty International', 'Oppah Muchinguri', 'Human Rights Watch', 'Emmerson Mnangagwa', 'Robert Mugabe', 'The Thomson Corporation', 'Amnesty International', 'Oppah Muchinguri', 'Human Rights Watch']"
Mnangagwa defends army killings,https://bulawayo24.com/news/national/155106,President Emmerson Mnangagwa has defended the military intervention by the members of the Zimbabwe Defense Forces who moved in to the western suburbs to restore Law and Order after the January 14 violent protests. In an interview with the media on Thursday Mnangagwa said the force used by the security forces was justified.,2019-02-01 09:06:00,en,Conflict,"['PoliticalUnrest', 'Conflict']",-16.7015159502554 31.1892202952472,Mnangagwa defends army killings,President Emmerson Mnangagwa has defended the military intervention by the members of the Zimbabwe Defense Forces who moved in to the western suburbs to restore Law and Order after the January 14 violent protests. In an interview with the media on Thursday Mnangagwa said the force used by the security forces was justified.,"['Emmerson Mnangagwa', 'ZANU PF', 'ZANU PF', 'George Charamba']",3,-16.7015159502554,31.1892202952472,Zimbabwe,0.018867924528301886,0.018867924528301886,0.018867924528301886,0.0,0.018867924528301886,0.05660377358490566,0.05660377358490566,0.03773584905660377,"['Emmerson Mnangagwa', 'ZANU PF', 'ZANU PF', 'George Charamba', 'Emmerson Mnangagwa', 'ZANU PF', 'ZANU PF', 'George Charamba', 'Emmerson Mnangagwa', 'ZANU PF', 'ZANU PF', 'George Charamba']"
How to boost tourism in 2019,https://www.zimbabwesituation.com/news/how-to-boost-tourism-in-2019/,"Tourism sector is on cloud nine after decades of slowed down performance dating back to year 2000. Tourist arrivals in Zimbabwe increased to 2 422 930 in 2017 from 2 167 686 in 2016. Tourist arrivals in Zimbabwe averaged 1 684 950,87 from 1980 until 2017, reaching an all-time high of 2 508 255 in 2007 and a record low of 237 668 in 1980.",2019-02-01 09:02:00,en,Conflict,"['TerroristAttack', 'Conflict', 'Tourism', 'EU-Africa', 'EU-Pacific', 'EU-China', 'EU-Asia']",41.460556 -75.849167,How to boost tourism in 2019,"Tourism sector is on cloud nine after decades of slowed down performance dating back to year 2000. Tourist arrivals in Zimbabwe increased to 2 422 930 in 2017 from 2 167 686 in 2016. Tourist arrivals in Zimbabwe averaged 1 684 950,87 from 1980 until 2017, reaching an all-time high of 2 508 255 in 2007 and a record low of 237 668 in 1980.","['Robert Gabriel', 'Robert Mugabe', 'EU', 'Air Zimbabwe', 'Tourism Authority', 'Southern African Development Community']",4,41.460556,-75.849167,United States,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Robert Gabriel', 'Robert Mugabe', 'EU', 'Air Zimbabwe', 'Tourism Authority', 'Southern African Development Community', 'Robert Gabriel', 'Robert Mugabe', 'EU', 'Air Zimbabwe', 'Tourism Authority', 'Southern African Development Community', 'Robert Gabriel', 'Robert Mugabe', 'EU', 'Air Zimbabwe', 'Tourism Authority', 'Southern African Development Community', 'Robert Gabriel', 'Robert Mugabe', 'EU', 'Air Zimbabwe', 'Tourism Authority', 'Southern African Development Community']"
The world must unite to end killings in Zimbabwe,https://www.reportfocusnews.com/2019/02/01/the-world-must-unite-to-end-killings-in-zimbabwe/,"Zimbabwe’s President Emmerson Mnangagwa has crossed the Rubicon. When he came to power in November 2017 after the coup that deposed Robert Mugabe many hoped that, despite his authoritarian past, he would chart a new course. His lofty rhetoric persuaded many people he was committed to respecting Zimbabwe’s constitution.",2019-02-01 06:27:00,en,Conflict,"['UNbodies', 'SecurityCouncil', 'Conflict']",35.2086 110.727,The world must unite to end killings in Zimbabwe,"Zimbabwe’s President Emmerson Mnangagwa has crossed the Rubicon. When he came to power in November 2017 after the coup that deposed Robert Mugabe many hoped that, despite his authoritarian past, he would chart a new course. His lofty rhetoric persuaded many people he was committed to respecting Zimbabwe’s constitution.","['David Coltart', 'Emmerson Mnangagwa', 'Robert Mugabe', 'Rome Treaty', 'Democratic Change', 'Cyril Ramaphosa', 'UN Security Council', 'UN Security Council']",1,35.2086,110.727,China,0.04081632653061224,0.02040816326530612,0.0,0.0,0.0,0.0,0.02040816326530612,0.02040816326530612,"['David Coltart', 'Emmerson Mnangagwa', 'Robert Mugabe', 'Rome Treaty', 'Democratic Change', 'Cyril Ramaphosa', 'UN Security Council', 'UN Security Council']"
Sudan leader mocks “Facebook protests”,https://nehandaradio.com/2019/02/01/sudan-leader-mocks-facebook-protests/,"Sudan’s President Omar al-Bashir has ridiculed his opponents’ use of social media to organise recent protests against his rule. Sudanese President Omar al-Bashir. “Changing the government or presidents cannot be done through WhatsApp or Facebook. It can be done only through elections,” he told his supporters.",2019-02-01 06:04:00,en,Conflict,['Conflict'],15.8624230124216 32.8104699658533,Sudan leader mocks “Facebook protests”,"Sudan’s President Omar al-Bashir has ridiculed his opponents’ use of social media to organise recent protests against his rule. Sudanese President Omar al-Bashir. “Changing the government or presidents cannot be done through WhatsApp or Facebook. It can be done only through elections,” he told his supporters.","['AFP news agency', 'Omar el Bashir', 'Omar el Bashir']",1,15.8624230124216,32.8104699658533,Sudan,0.0,0.0,0.0,0.0,0.0,0.021739130434782608,0.021739130434782608,0.0,"['AFP news agency', 'Omar el Bashir', 'Omar el Bashir']"
Cameroon opposition leader Maurice Kamto ‘charged with insurrection’,https://nehandaradio.com/2019/02/01/cameroon-opposition-leader-maurice-kamto-charged-with-insurrection/,"Cameroon’s main opposition leader, Maurice Kamto, has been charged with insurrection, his lawyers say. Cameroon’s main opposition leader, Maurice Kamto. If found guilty, Mr Kamto, who was arrested on Monday, could face a prison term of five years to life, the BBC’s Killian Ngala Chimtom reports.",2019-02-01 06:04:00,en,Conflict,"['Conflict', 'TerroristAttack']",,Cameroon opposition leader Maurice Kamto ‘charged with insurrection’,"Cameroon’s main opposition leader, Maurice Kamto, has been charged with insurrection, his lawyers say. Cameroon’s main opposition leader, Maurice Kamto. If found guilty, Mr Kamto, who was arrested on Monday, could face a prison term of five years to life, the BBC’s Killian Ngala Chimtom reports.","['Paul Biya', 'AFP news agency', 'MRC', 'Maurice Kamto']",2,,,,0.021739130434782608,0.0,0.021739130434782608,0.0,0.0,0.021739130434782608,0.06521739130434782,0.06521739130434782,"['Paul Biya', 'AFP news agency', 'MRC', 'Maurice Kamto', 'Paul Biya', 'AFP news agency', 'MRC', 'Maurice Kamto']"
Venezuela: Let Trump be Trump,https://www.theindependent.co.zw/2019/02/01/venezuela-let-trump-be-trump/,"THE decision to promote Juan Guaidó as a rival president to Nicolás Maduro in Venezuela was clearly made in Washington, not in Caracas. World View: GWYNnE DYER. The speed with which United States allies in the Americas and western Europe recognised Guaidó’s claim on January 23 to be the legitimate....",2019-02-01 04:25:00,en,Conflict,"['UNbodies', 'Conflict']",10.49605 -66.898277,Venezuela: Let Trump be Trump,"THE decision to promote Juan Guaidó as a rival president to Nicolás Maduro in Venezuela was clearly made in Washington, not in Caracas. World View: GWYNnE DYER. The speed with which United States allies in the Americas and western Europe recognised Guaidó’s claim on January 23 to be the legitimate....","['Nicolas Maduro', 'United Nations', 'Gwynne Dyer', 'American military', 'US military', 'Jair Bolsonaro', 'US government', 'Donald Trump', 'Mike Pompeo', 'Juan Guaido', 'Kim Jong Il', 'Kim Jong un']",2,10.49605,-66.898277,Venezuela,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Nicolas Maduro', 'United Nations', 'Gwynne Dyer', 'American military', 'US military', 'Jair Bolsonaro', 'US government', 'Donald Trump', 'Mike Pompeo', 'Juan Guaido', 'Kim Jong Il', 'Kim Jong un', 'Nicolas Maduro', 'United Nations', 'Gwynne Dyer', 'American military', 'US military', 'Jair Bolsonaro', 'US government', 'Donald Trump', 'Mike Pompeo', 'Juan Guaido', 'Kim Jong Il', 'Kim Jong un']"
Govt worried about 0% pass rates,https://www.herald.co.zw/govt-worried-about-0-pass-rates/,"Patrick Chitumba Midlands Bureau Chief yes. There are some schools in Zimbbwe that record a zero percent pass rate — and there are 250 of them as of 2018. Government has expressed concern over the performance of some schools in national exams, amid indications that over 250 primary and secondary....",2019-04-01 00:46:00,en,Drought,[],-19.451321 29.817739,Govt worried about 0% pass rates,"Patrick Chitumba Midlands Bureau Chief yes. There are some schools in Zimbbwe that record a zero percent pass rate — and there are 250 of them as of 2018. Government has expressed concern over the performance of some schools in national exams, amid indications that over 250 primary and secondary....","['PSC', 'Public Service Commission', 'Christian College']",1,-19.451321,29.817739,Zimbabwe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['PSC', 'Public Service Commission', 'Christian College']"
